Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,Inj,91124152,Robert Glatzel,ST (C),32,Hamburg,Bundesliga,"2,543",1.13,1.06,12,0,2.09,0.17,63%,1.31,0.25,0.42,0.36,0.36,1.92,20%,4,0.14,24.84,83%,0.12,0.67,0.39,0.6,0.39,0.18,40%,0.18,40%,48,77%,6.12,1.73,5.17,7.4,0,1.1,0.32,0.07,0,11.22,45%,0.07,6.26,12.2km,0,33,44,0,0,"£18,000 p/w",Not for Sale
- - -,,37068862,Sékou Sidibé,AM (R),25,RAAL La Louvière,Jupiler Pro League,"2,559",0.88,1.83,3,1,1.23,0.07,43%,0.53,0.81,0.11,0.08,0.08,0.67,9%,4,0.14,30.42,82%,0.08,0.6,0.39,3.24,2.18,2.95,9%,3.55,7%,67,73%,12.17,2.71,6.05,13.79,0,1.86,1.27,0.18,0.11,5.59,18%,0.04,7.88,12.9km,0,17,32,4,0,"£1,500 p/w",£45K - £475K
- - -,Wnt,2000146258,Muhammed Damar,AM (C),22,Hoffenheim,Bundesliga,"3,028",1.07,1.93,7,2,1.52,0.13,53%,0.8,0.83,0.21,0.2,0.2,0.24,14%,2,0.06,22.89,78%,0.15,0.83,0.39,0.98,2.11,1.31,25%,3.89,13%,65,69%,8.35,2.26,4.99,8.89,0.06,1.81,0.77,0.24,0.15,6.63,23%,0.12,13.2,13.6km,2,19,39,3,0,"£8,250 p/w",£600K - £6.2M
- - -,,91101321,Lukas Kübler,D (R),33,Freiburg,Bundesliga,"2,106",1.2,1.03,1,0,0.47,0.12,55%,0.26,0.21,0.04,0.06,0.06,-0.33,9%,5,0.21,39.87,83%,0.17,1.11,0.38,2.05,5.26,5.38,11%,5.38,11%,97,82%,12.39,2.69,10.34,14.62,0.26,2.22,1.11,0.34,0.04,4.15,73%,0.51,16.92,13.6km,0,44,22,8,0,"£7,500 p/w",£550K - £1.3M
- - -,Wnt,18101825,Adriano Bertaccini,ST (C),25,Anderlecht,Jupiler Pro League,"1,187",1.52,0.99,2,0,1.67,0.15,45%,0.76,0.53,0.15,0.25,0.25,-1.3,9%,3,0.23,36.09,86%,0.26,0.91,0.38,2.96,2.35,3.11,18%,3.79,14%,31,81%,11.9,3.34,5.23,12.51,0,1.67,0.53,0.3,0.23,5.08,18%,0,7.96,13.2km,0,14,24,0,0,"£4,100 p/w",£550K
- - -,,76038733,Deiver Machado,WB (L),32,Lens,Ligue 1 Uber Eats,"2,152",1.63,1.34,1,1,0.25,0.07,17%,0.04,0.25,0.04,0.02,0.02,0.59,17%,4,0.17,42.32,87%,0.09,0.79,0.38,1.92,6.19,3.6,10%,5.39,9%,71,82%,10.75,2.89,11.84,11.25,0.13,3.72,0.96,0.59,0.17,3.47,46%,0.08,15.81,13.6km,0,16,18,0,0,"£10,000 p/w",Not for Sale
- - -,,63036682,Ján Bernát,AM (C),25,Westerlo,Jupiler Pro League,"1,443",1.56,1.19,6,4,1.19,0.12,47%,0.56,0.87,0.37,0.14,0.14,3.69,32%,2,0.12,61.31,90%,0.13,0.75,0.37,1.12,3.24,0.94,24%,1.56,20%,23,87%,11.04,3.8,6.8,10.29,0,1.87,0.5,0.31,0.12,3.68,37%,0.06,8.86,13.5km,0,4,16,0,0,"£1,300 p/w",£150K - £1.5M
- - -,,91177336,Tom Krauß,M (C),24,FC Köln,Bundesliga,"1,691",0.9,1.33,0,0,0.9,0.07,29%,0.27,0.75,-,0.06,0.06,-1.2,-,0,-,61.15,89%,0.13,1.17,0.37,0.75,5.91,0.11,0%,0.11,-,59,71%,10.48,2.77,7.82,8.41,0.05,1.44,1.86,0.53,0.37,2.55,42%,0.05,9.42,13.3km,0,37,5,11,1,"£27,000 p/w",£4.8M - £7.4M
- - -,,2000104915,Saël Kumbedi,D (R),21,Wolfsburg,Bundesliga,"1,451",0.93,0.87,1,0,0.19,0.13,67%,0.12,0.06,0.06,0.02,0.02,0.6,33%,1,0.06,41.31,87%,0.11,1.18,0.37,2.54,4.59,5.77,16%,5.77,16%,65,88%,10.48,2.98,10.11,11.91,0.12,2.73,0.99,0.56,0.25,4.78,42%,0.19,15.13,13.8km,0,19,16,3,1,"£8,000 p/w",£5.4M - £6.8M
- - -,,12092876,Bamba Dieng,ST (C),26,Lorient,Ligue 1 Uber Eats,"1,701",1.32,1.11,9,1,2.33,0.25,41%,0.95,0.63,0.48,0.57,0.53,-1.86,20%,1,0.05,22.65,86%,0.12,0.63,0.37,2.22,1.06,1.11,19%,1.11,19%,43,70%,9.74,2.33,4.81,7.3,0,1.32,0.42,0.05,0,11.16,19%,0.05,7.46,13.2km,0,36,20,1,0,"£15,750 p/w",£230K - £2.3M
- - -,,49059205,Bradley Locko,D (L),24,Brest,Ligue 1 Uber Eats,"2,677",1.65,1.28,1,1,0.64,0.08,26%,0.17,0.37,0.03,0.05,0.05,-0.54,5%,7,0.24,36.58,84%,0.2,1.21,0.37,2.52,4.61,4.17,23%,4.37,20%,142,87%,11.2,3.19,15.13,11.46,0.07,2.59,1.38,0.57,0.3,6.25,72%,0.57,18.39,13.7km,1,24,17,6,0,"£10,000 p/w",£6.6M - £8M
- - -,,2000015818,Tanner Tessmann,DM,24,Lyon,Ligue 1 Uber Eats,"2,677",1.11,1.11,4,0,1.58,0.08,40%,0.64,1.04,0.13,0.13,0.13,0.26,9%,3,0.1,67.95,89%,0.17,1.28,0.37,0.94,7.16,0.47,14%,0.47,14%,101,69%,11.67,3.43,9.01,9.51,0.07,2.19,0.61,0.44,0.24,4.07,61%,0.2,13.55,13.5km,1,48,28,12,0,"£7,250 p/w",£6.6M - £10M
- - -,,2000006280,Mohamed-Ali Cho,ST (C),22,Nice,Ligue 1 Uber Eats,"2,678",1.28,1.38,3,1,1.68,0.12,50%,0.84,0.81,0.1,0.2,0.2,-3.06,6%,4,0.13,22.72,86%,0.12,0.91,0.37,2.18,1.18,2.08,13%,2.25,14%,71,82%,9.95,2.32,4.27,8.3,0.03,0.71,0.57,0.1,0.1,8.64,23%,0,6.59,12.3km,0,39,22,2,0,"£17,000 p/w",£6M - £8.8M
- - -,,2000009119,Yassin Belkhdim,M (C),24,Angers,Ligue 1 Uber Eats,"2,193",1.03,1.64,1,0,0.45,0.11,36%,0.16,0.21,0.04,0.05,0.05,-0.17,9%,1,0.04,48.71,86%,0.14,1.03,0.37,1.31,5.01,0.94,19%,3.65,17%,75,72%,9.85,2.18,7.31,11.04,0.21,2.13,1.35,0.37,0.16,3.65,30%,0,8.25,13.4km,0,18,19,3,0,"£3,500 p/w",£110K - £1.1M
- - -,Wnt,67279755,José Marsà,DM,24,Mechelen,Jupiler Pro League,"3,174",1.28,1.11,0,0,0.62,0.06,36%,0.23,0.2,-,0.04,0.04,-1.26,-,1,0.03,62.78,90%,0.1,0.74,0.37,0.91,5.7,1.76,17%,2.98,12%,144,83%,7.49,2.18,15.68,8.85,0.09,2.64,0.94,0.68,0.14,7.34,73%,0.79,6.64,12.4km,1,22,9,4,0,"£2,700 p/w",£4.5M - £5.8M
- - -,,36152916,Christos Tzolis,AM (L),24,Club Brugge,Jupiler Pro League,"2,694",1.5,0.9,11,1,2.1,0.18,48%,1,0.73,0.37,0.38,0.3,-0.33,17%,9,0.3,22.95,85%,0.21,1.17,0.37,1.97,1.7,2.1,14%,2.2,12%,89,74%,9.92,2.31,6.48,8.12,0.07,1.7,0.37,0.23,0.07,9.72,19%,0,9.79,12.8km,0,31,47,4,0,"£20,000 p/w",£9.6M - £14.5M
- - -,,91158071,Ermedin Demirović,ST (C),28,Stuttgart,Bundesliga,"3,185",1.41,1.5,16,1,1.7,0.21,53%,0.9,0.51,0.45,0.36,0.31,3.43,27%,6,0.17,23.71,82%,0.17,0.96,0.37,1.13,1.84,1.81,25%,1.81,25%,72,72%,7.01,1.67,3.93,9.52,0.06,1.27,0.51,0.28,0.14,6.36,31%,0.06,9.89,12.7km,0,57,63,5,0,"£54,000 p/w",£9.6M - £12.5M
- - -,,67227188,Óscar Gil,D (R),28,OH Leuven,Jupiler Pro League,"3,193",1.32,1.55,0,0,0.14,0.06,40%,0.06,0.11,-,0.01,0.01,-0.3,-,4,0.11,40.62,86%,0.12,0.87,0.37,1.52,5.24,3.78,15%,3.78,14%,105,78%,11.05,2.88,12.06,10.68,0.14,2.51,1.94,0.73,0.23,6.2,61%,0.34,11.67,13.2km,0,14,19,0,1,"£8,250 p/w",£550K - £5.6M
- - -,,85046988,Morgan Sanson,M (C),31,Nice,Ligue 1 Uber Eats,"2,457",1.21,1.43,5,3,1.68,0.1,52%,0.88,1.28,0.18,0.16,0.16,0.52,11%,5,0.18,39.6,83%,0.13,0.99,0.37,1.03,4.21,0.62,12%,3,5%,91,85%,13.66,2.97,7.33,11.54,0.04,1.5,0.77,0.07,0.07,6.15,25%,0.04,15.02,14.3km,0,18,26,3,0,"£50,000 p/w",£400K - £4.1M
- - -,Wnt,91123051,Marnon Busch,D (R),31,Heidenheim,Bundesliga,"2,459",0.84,0.99,0,0,0.48,0.07,31%,0.15,0.33,-,0.04,0.04,-0.96,-,3,0.11,32.32,84%,0.18,1.24,0.37,1.76,4.1,4.76,17%,4.98,16%,116,82%,9.55,2.45,13.07,14.02,0.33,2.34,1.61,0.7,0.44,4.21,52%,0.22,16.25,13.3km,0,34,18,7,0,"£14,000 p/w",£85K - £850K
- - -,Int,26038808,Musa Al-Tamari,AM (R),28,Lens,Ligue 1 Uber Eats,"1,234",1.68,1.24,1,1,1.6,0.11,50%,0.8,0.88,0.07,0.18,0.18,-1.4,5%,2,0.15,38.65,85%,0.12,1.24,0.36,4.08,1.82,2.92,14%,3.21,15%,47,91%,14.29,4.16,7.37,13.57,0,2.63,0.8,0.51,0.29,5.62,21%,0.07,12.18,13.5km,0,8,18,0,0,"£28,000 p/w",£425K - £4.2M
- - -,,27104982,Jens Stage,M (C),29,Werder Bremen,Bundesliga,"1,976",0.96,1.5,1,0,1.59,0.08,37%,0.59,0.91,0.05,0.13,0.13,-1.78,3%,2,0.09,39.12,82%,0.16,0.91,0.36,1.18,2.87,0.77,18%,0.77,17%,47,83%,13.25,3.1,9.02,11.11,0.14,2.14,1.05,0.5,0.09,7.06,49%,0.55,13.07,13.6km,1,24,17,4,0,"£16,500 p/w",£425K - £4.2M
- - -,Wnt,37076256,Bjorn Meijer,D (L),23,Club Brugge,Jupiler Pro League,"3,495",1.42,0.95,2,1,1.06,0.07,27%,0.28,0.64,0.05,0.07,0.07,-0.85,5%,6,0.15,41.28,84%,0.11,1.03,0.36,1.39,4.82,2.19,14%,2.55,15%,164,82%,10.69,2.76,14.76,10.58,0.21,2.34,1.11,0.75,0.21,6.57,76%,0.9,13.65,13.3km,0,36,16,7,0,"£6,000 p/w",£300K - £8.8M
- - -,,12078200,Parfait Guiagon,AM (C),25,Charleroi,Jupiler Pro League,"1,998",1.17,1.4,3,0,1.08,0.12,50%,0.54,0.59,0.14,0.13,0.13,0.05,13%,3,0.14,35.5,89%,0.17,0.99,0.36,0.99,3.02,0.86,22%,2.43,10%,47,83%,10.05,2.7,5.45,7.88,0,1.35,0.59,0.32,0.09,3.29,12%,0,7.25,12.9km,0,25,23,1,0,"£2,100 p/w",£500K - £5M
- - -,,25034467,Patrik Hrošovský,DM,34,Genk,Jupiler Pro League,"2,250",1.36,1.16,5,0,1.24,0.18,29%,0.36,0.72,0.2,0.23,0.1,-0.66,16%,2,0.08,56.6,90%,0.13,1.12,0.36,1.12,5.84,0.56,24%,2.36,21%,66,79%,10.4,2.88,7.68,7.68,0.08,1.8,0.32,0.36,0.16,3.48,22%,0.08,11.2,13.9km,1,26,13,4,0,"£30,000 p/w",Not for Sale
- - -,Lst,55082126,Guilherme Ramos,D (C),28,Hamburg,Bundesliga,"1,257",1.5,0.86,0,0,0.64,0.06,33%,0.21,0.07,-,0.04,0.04,-0.55,-,0,-,61.29,90%,0.12,0.57,0.36,0.21,4.94,0.5,57%,0.5,57%,36,81%,3.72,1.29,12.1,10.95,0.57,1.86,2.94,0.64,0.5,6.44,81%,1.43,5.66,11.3km,0,18,0,5,0,"£11,500 p/w",£650K
- - -,,85085142,Valentin Rongier,DM,31,Rennes,Ligue 1 Uber Eats,"2,263",1.35,0.87,3,0,1.03,0.11,35%,0.36,0.6,0.12,0.11,0.11,0.19,12%,2,0.08,84.23,91%,0.13,1.07,0.36,0.48,6.76,0.32,23%,1.03,37%,81,77%,14.87,3.42,8.31,9.7,0.04,1.23,0.72,0.44,0.32,2.55,28%,0.04,9.66,14.0km,0,27,13,7,0,"£47,500 p/w",Not for Sale
- - -,,2000016878,Abdelkahar Kadri,AM (C),25,Gent,Jupiler Pro League,"2,270",0.95,1.11,4,0,1.67,0.16,40%,0.67,0.91,0.16,0.26,0.23,-2.61,10%,2,0.08,35.56,84%,0.13,0.71,0.36,1.59,2.26,0.99,18%,3.69,16%,65,69%,13.04,2.54,5,11.18,0,1.78,0.59,0.2,0.08,4.96,10%,0,7.53,13.3km,1,22,29,2,0,"£3,500 p/w",£85K - £850K
- - -,,29186052,Matt O'Riley,M (C),25,Marseille,Ligue 1 Uber Eats,"1,515",1.78,1.37,1,0,2.02,0.13,44%,0.89,0.83,0.06,0.27,0.27,-3.53,3%,2,0.12,57.15,86%,0.12,1.31,0.36,1.19,7.25,0.95,10%,3.74,25%,43,79%,10.28,2.79,7.19,11.88,0.06,1.37,0.42,0.24,0.18,4.04,50%,0.42,18.95,14.4km,1,14,16,2,0,"£45,000 p/w",£12M - £18.5M
- - -,,18089340,Alessio Castro-Montes,D (R),29,Union Saint-Gilloise,Jupiler Pro League,"2,023",1.07,1.38,0,0,0.22,0.07,20%,0.04,0.22,-,0.01,0.01,-0.33,-,2,0.09,47.42,87%,0.17,0.89,0.36,1.91,5.92,3.6,21%,4.27,19%,59,83%,10.9,2.4,10.19,11.3,0.09,3.2,0.98,0.8,0.04,4.14,48%,0.27,12.95,13.3km,0,12,20,2,0,"£5,250 p/w",£325K - £3.3M
- - -,,91206105,Rocco Reitz,M (C),24,Gladbach,Bundesliga,"1,522",1.6,1.18,1,0,1.3,0.11,41%,0.53,1.01,0.06,0.14,0.14,-1.32,5%,2,0.12,44.59,88%,0.1,1.06,0.35,1.48,4.61,0.41,17%,1.36,28%,67,73%,13.01,3.55,9.28,7.27,0,2.07,0.47,0.18,0.12,2.66,24%,0.06,14.37,14.2km,0,37,11,5,1,"£14,000 p/w",£5.2M - £6.2M
- - -,Wnt,29236380,Ricky-Jade Jones,ST (C),23,St Pauli,Bundesliga,"1,269",1.42,2.27,2,0,1.99,0.13,46%,0.92,0.85,0.14,0.25,0.25,-1.51,7%,4,0.28,22.27,84%,0.14,0.85,0.35,2.2,2.06,3.48,10%,3.48,10%,45,76%,9.86,1.35,5.89,9.36,0.07,1.77,1.49,0.14,0.07,9.01,18%,0.07,8.3,13.5km,0,52,21,6,0,"£2,000 p/w",£60K - £600K
- - -,,59115661,Giorgi Kochorashvili,M (C),26,Strasbourg,Ligue 1 Uber Eats,"1,274",0.71,1.84,1,1,1.06,0.07,13%,0.14,0.99,0.07,0.07,0.07,-0.04,7%,3,0.21,56.44,91%,0.11,0.57,0.35,0.64,5.72,0.35,30%,0.71,20%,37,70%,10.03,3.04,9.4,6.29,0.07,2.61,0.85,0.14,0.14,2.61,27%,0,9.18,13.9km,0,21,5,5,0,"£8,000 p/w",£700K - £1.5M
- - -,,28095584,Ainsley Maitland-Niles,D (R),28,Lyon,Ligue 1 Uber Eats,"3,061",0.97,1.47,4,2,0.47,0.07,44%,0.21,0.41,0.12,0.03,0.03,2.89,25%,3,0.09,59.33,88%,0.1,1,0.35,2.23,8.76,0.97,9%,1.94,12%,109,80%,8.82,2.62,10.41,10.5,0.24,2.29,1.29,0.5,0.24,3.47,45%,0.15,11.14,13.6km,2,23,19,9,0,"£36,500 p/w",£550K - £5.4M
- - B- -,,49060803,Salis Abdul Samed,DM,26,Nice,Ligue 1 Uber Eats,"2,296",1.45,1.29,3,1,1.84,0.08,34%,0.63,1.29,0.12,0.14,0.14,-0.62,6%,1,0.04,63.38,88%,0.18,1.65,0.35,0.71,5.17,0.63,38%,0.63,37%,81,64%,11.6,3.68,10.27,8.94,0.2,1.88,0.9,0.51,0.35,5.02,59%,0.55,11.99,13.9km,0,45,10,8,2,"£15,000 p/w",£6.8M - £8.4M
- - -,,18110812,Thomas Van Den Keybus,M (C),25,Westerlo,Jupiler Pro League,"1,023",1.32,1.5,3,2,0.79,0.11,44%,0.35,0.44,0.26,0.09,0.09,1.98,33%,2,0.18,49.71,86%,0.18,0.79,0.35,0.53,2.46,0.62,14%,2.46,14%,27,85%,9.77,2.29,5.19,11.26,0,0.88,1.23,-,0,4.57,37%,0.09,6.16,13.2km,0,15,7,1,1,"£3,300 p/w",£55K - £550K
- - -,Inj,2000019708,Hugo Larsson,M (C),21,Eintracht Frankfurt,Bundesliga,"2,069",1.57,1.26,2,0,1.35,0.09,45%,0.61,1,0.09,0.12,0.12,-0.65,6%,4,0.17,53.9,87%,0.18,1.09,0.35,1.52,5.96,0.74,17%,1.83,5%,74,74%,13.22,3.91,8.09,10.48,0.09,1.78,0.96,0.35,0.3,3.26,43%,0.22,13.18,13.2km,1,18,22,3,0,"£36,000 p/w",£32M - £49M
- - -,Inj,48031443,Kelvin Amian,D (R),28,Nantes,Ligue 1 Uber Eats,"2,072",1.04,1.3,0,0,0.26,0.11,33%,0.09,0.13,-,0.03,0.03,-0.64,-,2,0.09,49.69,89%,0.11,0.69,0.35,1.17,7.08,3.08,15%,4.73,12%,81,85%,8.82,2.22,11.99,9.6,0.09,2.22,1.04,0.43,0.26,4.82,64%,0.52,15.03,13.4km,2,29,9,4,0,"£17,000 p/w",£250K - £2.6M
- - -,Lst,18110463,Mardochee Nzita,M (L),26,Charleroi,Jupiler Pro League,"1,564",1.21,1.5,1,0,0.46,0.1,38%,0.17,0.23,0.06,0.05,0.05,0.18,13%,1,0.06,42.53,87%,0.2,1.21,0.35,1.55,5.01,5.52,20%,7.65,20%,85,78%,13.35,3.68,12.37,13.01,0.17,3.45,1.73,0.81,0.17,3.91,60%,0.23,13.47,14.0km,0,21,18,1,0,"£2,100 p/w",£275K
- - -,,92056736,Janik Haberer,M (C),32,Union Berlin,Bundesliga,"2,876",1.47,1.47,10,1,1.47,0.2,62%,0.91,0.34,0.31,0.3,0.3,0.39,21%,5,0.16,28.76,81%,0.17,0.88,0.34,1.16,2.03,1.31,14%,1.31,14%,105,70%,12.67,3,6.76,10.33,0,1.72,0.94,0.19,0.09,7.73,39%,0.09,13.21,14.1km,2,22,63,5,0,"£23,000 p/w",Not for Sale
- - -,Wnt,92012093,Kevin Stöger,M (C),32,Gladbach,Bundesliga,"2,370",1.33,1.29,3,0,1.22,0.15,38%,0.46,0.72,0.11,0.18,0.15,-1.65,9%,7,0.27,36.04,83%,0.18,1.1,0.34,1.33,2.43,0.87,20%,4.56,17%,52,67%,11.47,2.7,5.43,11.51,0,1.44,0.38,0.11,0.08,4.75,9%,0.04,13.9,14.2km,0,30,55,4,0,"£27,000 p/w",£3M - £6M
- - -,Wnt,29156586,Leonardo Lopes,DM,27,Gent,Jupiler Pro League,"1,845",0.98,1.02,0,0,0.88,0.04,28%,0.24,0.83,-,0.04,0.04,-0.77,-,2,0.1,57.66,92%,0.06,0.63,0.34,1.07,4.2,0.63,15%,0.63,15%,72,86%,10.49,2.54,9.41,6.83,0,2.29,1.41,0.29,0.15,4,44%,0.05,7.51,13.6km,0,15,13,2,0,"£6,000 p/w",£110K - £1.1M
- - -,,2000028585,Jordy Makengo,D (L),24,Freiburg,Bundesliga,"1,853",1.55,0.97,1,0,0.53,0.09,27%,0.15,0.15,0.05,0.05,0.05,0.03,9%,2,0.1,59.79,89%,0.15,0.92,0.34,1.51,6.7,2.57,23%,2.57,22%,64,84%,7.58,1.89,12.48,9.23,0.19,2.38,1.75,1.07,0.39,7.19,62%,0.97,10.69,13.0km,1,27,8,6,0,"£4,000 p/w",£3.5M - £6.8M
- - -,Inj,96128951,Łukasz Łakomy,M (C),25,OH Leuven,Jupiler Pro League,"1,855",1.26,1.31,3,2,1.16,0.06,38%,0.44,0.97,0.15,0.07,0.07,1.65,13%,2,0.1,50.7,88%,0.14,1.02,0.34,0.97,5.29,0.78,17%,1.99,25%,61,79%,12.27,2.86,8.15,9.22,0.05,1.46,0.92,0.34,0.1,3.59,41%,0.05,9.61,13.6km,0,18,10,6,0,£850 p/w,£140K - £1.4M
- - -,,35017386,Nicolas Höfler,DM,36,Freiburg,Bundesliga,"1,327",1.49,1.02,1,0,0.75,0.06,27%,0.2,0.34,0.07,0.05,0.05,0.32,9%,1,0.07,61.65,92%,0.12,1.02,0.34,0.47,5.43,0.27,25%,0.27,25%,44,73%,10.58,4,8.21,6.38,0.14,1.36,0.68,0.41,0.27,3.12,54%,0.27,14.17,13.7km,0,25,3,8,0,"£17,000 p/w",£130K - £1.3M
- - -,,19270959,Bernardo,D (C),31,Hoffenheim,Bundesliga,"2,393",1.13,1.69,1,1,1.05,0.07,39%,0.41,0.45,0.04,0.08,0.08,-1.09,4%,0,-,34.49,76%,0.1,0.98,0.34,2.22,2.97,6.28,10%,6.28,10%,115,81%,11.66,3.23,15.5,16.06,0.08,2.75,1.84,1.32,0.3,9.44,72%,1.02,17.75,13.4km,4,34,27,6,1,"£25,000 p/w",Not for Sale
- - -,,2000096636,Thérence Koudou,D (R),21,Mechelen,Jupiler Pro League,"2,661",1.35,0.91,0,0,0.3,0.06,33%,0.1,0.27,-,0.02,0.02,-0.51,-,5,0.17,41.6,87%,0.1,0.91,0.34,1.69,4.74,4.26,11%,5.01,11%,109,81%,8.39,3.01,11.57,10.32,0.1,2.27,1.56,0.74,0.44,3.62,60%,0.2,10.55,13.1km,0,28,17,10,0,£250 p/w,£200K - £2M
- - -,,2000135102,Thibaut Sergeant,M (C),20,Zulte Waregem,Jupiler Pro League,"1,331",0.88,2.1,0,0,0.88,0.11,15%,0.14,0.61,-,0.1,0.1,-1.49,-,1,0.07,54.09,90%,0.13,0.88,0.34,0.54,3.31,0.2,33%,0.2,33%,35,86%,15.15,3.85,7.57,8.05,0.2,1.69,1.42,0.47,0.27,3.38,50%,0.2,8.38,13.3km,0,14,3,3,0,"£1,900 p/w",£230K - £2.3M
- - -,,48032430,Vincent Marchetti,M (C),28,Paris FC,Ligue 1 Uber Eats,"1,069",1.6,2.19,4,1,1.26,0.12,47%,0.59,0.76,0.34,0.15,0.15,2.16,27%,2,0.17,43.61,90%,0.13,1.18,0.34,0.42,4.46,0.76,20%,1.26,22%,34,74%,15.32,3.7,7.49,6.99,0.08,1.77,0.84,0.34,0.34,3.79,22%,0.17,8.17,13.2km,0,7,3,2,0,"£3,300 p/w",£350K - £3.5M
- - -,,93099935,Fredrik Hammar,M (C),25,Mechelen,Jupiler Pro League,"1,876",1.54,0.82,2,1,1.3,0.07,41%,0.53,0.91,0.1,0.09,0.09,0.11,7%,2,0.1,68.51,87%,0.11,0.96,0.34,0.72,5.47,0.67,20%,3.07,14%,71,72%,9.12,2.97,8.92,11.23,0.14,1.54,1.58,0.14,0,3.79,37%,0.19,6.67,13.1km,1,34,7,9,0,"£1,100 p/w",£130K - £1.3M
- - -,,37060940,Immanuel Pherai,AM (L),25,Hamburg,Bundesliga,"1,898",1.42,1.19,5,1,1.47,0.2,48%,0.71,0.38,0.24,0.29,0.29,-1.12,16%,1,0.05,34.28,89%,0.14,0.52,0.33,1.9,1.8,0.95,27%,3.65,20%,64,63%,11.19,2.8,4.55,8.91,0,1.52,0.47,0.33,0.09,4.69,9%,0.05,8.16,13.4km,0,33,27,3,2,"£14,000 p/w",£450K - £4.5M
- - -,Wnt,18107452,Marco Kana,DM,23,Anderlecht,Jupiler Pro League,"3,543",1.7,0.94,5,1,1.27,0.08,38%,0.48,0.89,0.13,0.1,0.1,1.2,10%,7,0.18,57.71,92%,0.12,1.12,0.33,0.89,4.57,0.53,33%,0.53,33%,87,69%,8.66,2.29,8.46,6.45,0.05,1.73,0.61,0.28,0.2,5.06,46%,0.25,9.12,12.9km,1,37,29,4,0,"£9,750 p/w",£120K - £7.2M
- - -,Wnt,2000122314,Jevon Simons,AM (R),20,Zulte Waregem,Jupiler Pro League,"2,181",0.95,1.53,6,1,1.03,0.17,44%,0.45,0.25,0.25,0.17,0.14,1.87,24%,4,0.17,42.01,87%,0.09,0.62,0.33,2.31,2.1,1.9,16%,2.89,10%,61,72%,12.67,2.93,6.19,12.13,0.04,1.9,1.28,0.29,0.04,4.54,48%,0.04,9.33,13.2km,0,12,28,3,0,£240 p/w,£4.5M - £7M
- - -,,2000205570,Rabby Nzingoula,M (C),20,Strasbourg,Ligue 1 Uber Eats,"1,912",1.27,2.02,0,0,0.75,0.07,25%,0.19,0.52,-,0.05,0.05,-1.13,-,2,0.09,57.76,86%,0.14,1.37,0.33,0.61,6.07,0.38,25%,0.38,25%,58,71%,12.66,3.81,8.8,9.93,0.05,1.84,1.37,0.75,0.28,3.53,53%,0.28,11.25,13.7km,3,30,13,8,0,"£9,500 p/w",£600K - £6M
- - -,Wnt,18102847,Théo Leoni,M (C),26,Anderlecht,Jupiler Pro League,"3,313",1.82,0.98,4,3,1.22,0.07,36%,0.43,1.01,0.11,0.08,0.08,1.07,9%,5,0.14,71.74,90%,0.16,1.71,0.33,0.76,7.23,0.41,20%,0.68,6%,97,81%,9.1,2.83,8.39,8.15,0.03,1.6,0.68,0.43,0.24,3.56,42%,0.16,7.58,12.9km,0,33,23,6,0,"£5,750 p/w",£4.7M - £6M
- - -,,91143714,Maximilian Mittelstädt,D (L),29,Stuttgart,Bundesliga,"3,040",1.45,1.45,2,0,0.74,0.09,44%,0.33,0.5,0.06,0.07,0.07,-0.29,8%,2,0.06,51.07,86%,0.1,0.92,0.33,1.81,6.87,2.81,15%,3.38,15%,148,81%,9.68,2.58,12.58,11.69,0.12,2.49,1.33,0.8,0.21,4.29,59%,0.21,20.1,14.1km,2,44,16,8,0,"£36,000 p/w",£75K - £7.4M
- - -,,2002042755,Semm Renders,D (R),18,Antwerp,Jupiler Pro League,"1,385",1.1,1.88,1,0,0.26,0.07,50%,0.13,0.19,0.06,0.02,0.02,0.71,25%,0,-,41.91,87%,0.14,0.91,0.32,1.17,5.52,4.16,15%,4.22,15%,57,86%,9.94,3.64,12.87,11.44,0.39,3.38,1.88,0.06,0.06,4.35,39%,0.13,15.21,13.7km,0,6,9,2,0,£400 p/w,£3.9M - £5M
- - -,,85033422,Geoffrey Kondogbia,DM,33,Marseille,Ligue 1 Uber Eats,"2,777",1.52,1.13,0,0,1.17,0.07,28%,0.32,0.65,-,0.08,0.08,-2.61,-,5,0.16,67.61,87%,0.12,1.07,0.32,1.3,8.75,0.39,27%,0.49,33%,99,74%,9.69,2.69,9.98,9.43,0,1.75,0.91,0.65,0.42,4.67,56%,0.16,15.62,13.7km,0,54,17,12,0,"£105,000 p/w",Not for Sale
