Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,43500510,Fabio Miretti,M (C),22,Juventus,Serie A TIM,"1,442",1.87,0.87,0,0,1.06,0.05,35%,0.37,0.81,-,0.05,0.05,-0.86,-,2,0.12,76.21,94%,0.14,1.19,0.37,0.5,7.05,0.44,13%,4.81,-,50,70%,12.48,3.74,8.11,7.99,0,1.56,0.94,0.44,0.25,1.81,34%,0.06,8.49,14.2km,0,23,8,3,0,"£35,000 p/w",£17M - £26M
- - -,,55079126,Tiago Esgaio,M (C),30,Arouca,Liga Portugal Betclic,"3,134",1.01,1.23,1,1,0.63,0.09,36%,0.23,0.34,0.03,0.06,0.06,-0.92,5%,4,0.11,31.53,85%,0.15,1.15,0.37,2.21,3.02,7.93,12%,7.93,11%,130,89%,14.93,3.56,8.96,14.47,0.06,2.99,1.18,0.46,0.11,3.73,22%,0,16.23,13.7km,1,31,43,3,0,"£2,000 p/w",£180K - £1.8M
- - -,,14110829,Lucas Boyé,ST (C),30,Alavés,LALIGA EA SPORTS,"3,134",1.44,1.18,10,4,1.61,0.18,50%,0.8,0.66,0.29,0.29,0.27,-0.03,18%,6,0.17,25.04,85%,0.13,1.09,0.37,2.15,1.67,1.98,21%,2.01,21%,83,71%,9.62,2.44,4.59,10.74,0.03,1.03,0.57,0.11,0.06,6.58,36%,0.11,8.18,12.6km,0,27,77,0,0,"£14,750 p/w",£12M - £14.5M
- - -,,49054415,Rémy Vita,D (L),25,Tondela,Liga Portugal Betclic,"1,447",1.06,1.87,1,0,1,0.11,19%,0.19,0.62,0.06,0.11,0.11,-0.73,6%,1,0.06,33.46,84%,0.13,1.24,0.37,3.11,5.22,4.54,10%,4.54,9%,68,79%,12.19,2.92,10.39,11.94,0.19,1.87,1.43,0.62,0.25,5.1,27%,0.19,13.19,13.7km,1,18,19,3,0,"£2,600 p/w",£50K - £475K
- - -,,95035991,Adrià Pedrosa,D (L),28,Elche,LALIGA EA SPORTS,"2,425",0.82,1.52,1,0,0.45,0.09,25%,0.11,0.3,0.04,0.04,0.04,-0.08,8%,3,0.11,55.48,86%,0.13,0.82,0.37,2.08,8.39,4.23,18%,4.64,17%,119,83%,11.65,2.97,14.66,13.47,0.15,3.41,1.04,0.45,0.15,3.56,58%,0.19,14.88,13.7km,0,42,16,8,0,"£21,000 p/w",£4.2M - £5.4M
- - -,,49048689,Moudja Sié Ouattara,AM (C),24,Tondela,Liga Portugal Betclic,"1,461",1.42,1.66,1,1,0.74,0.08,33%,0.25,0.43,0.06,0.06,0.06,0.05,8%,2,0.12,29.2,85%,0.17,1.11,0.37,2.16,2.4,1.79,14%,2.59,10%,34,76%,10.41,2.4,5.54,8.75,0,1.97,0.99,0.25,0.06,7.15,28%,0.06,9.06,13.7km,2,8,11,1,0,£350 p/w,£200K - £600K
- - -,,83261901,Martim Neto,M (C),23,Elche,LALIGA EA SPORTS,"2,210",1.06,1.47,0,0,0.81,0.09,50%,0.41,0.53,-,0.07,0.07,-1.79,-,4,0.16,61.21,89%,0.16,0.9,0.37,0.98,4.03,0.37,21%,0.57,22%,55,76%,12.38,3.5,6.07,8.63,0,1.43,0.61,0.29,0.08,3.38,54%,0.24,9.2,13.0km,1,13,20,2,0,"£6,000 p/w",£1.1M - £2.4M
- - -,,67195855,Mikel Vesga,DM,33,Athletic Club,LALIGA EA SPORTS,"3,196",1.69,0.79,3,2,1.61,0.07,33%,0.54,0.79,0.08,0.12,0.12,-1.13,5%,5,0.14,63.59,88%,0.15,0.9,0.37,0.54,6.36,0.25,21%,0.79,44%,107,79%,12.5,3.58,9.57,9.69,0.11,2.11,0.7,0.37,0.2,5.63,61%,0.51,14.33,13.6km,0,33,24,6,0,"£33,000 p/w",£12.5M - £15.5M
- - -,,67277835,Beñat Prados,M (C),25,Athletic Club,LALIGA EA SPORTS,"1,972",1.19,1.32,1,0,1,0.14,45%,0.46,0.5,0.05,0.14,0.14,-1.97,5%,2,0.09,56.14,93%,0.1,0.91,0.37,0.91,5.93,0.55,8%,0.59,8%,58,78%,12.28,3.42,8.08,6.12,0.09,1.78,0.78,0.18,0.14,4.43,44%,0.27,12.78,14.3km,0,14,11,2,0,"£15,000 p/w",£7.4M - £9.6M
- - -,Wnt,19260918,David Neres,AM (L),29,Napoli,Serie A TIM,"1,987",1.09,1.59,3,0,0.72,0.17,63%,0.45,0.18,0.14,0.13,0.13,0.21,19%,3,0.14,39.27,86%,0.15,0.91,0.36,3.35,2.67,1.99,15%,3.08,11%,40,83%,8.65,1.9,4.89,12.64,0,1.72,0.63,0.23,0,3.03,31%,0,8.56,12.6km,1,15,49,1,0,"£105,000 p/w",£5.2M
- - -,,43315140,Emanuele Valeri,D (L),27,Parma,Serie A TIM,"3,229",1.06,1.59,1,0,0.33,0.07,42%,0.14,0.28,0.03,0.02,0.02,0.17,8%,5,0.14,48.16,88%,0.12,0.89,0.36,1.92,6.16,2.62,14%,2.93,13%,155,84%,9.56,2.48,10.93,9.73,0.14,2.09,1.37,0.53,0.11,2.76,36%,0.11,11.73,13.1km,0,44,32,11,0,"£18,000 p/w",£400K - £4.1M
- - -,,67093858,Josan Fernández,AM (R),36,Elche,LALIGA EA SPORTS,"2,487",0.9,1.45,1,1,1.19,0.12,24%,0.29,0.58,0.04,0.14,0.14,-2.86,3%,3,0.11,36.33,86%,0.14,0.87,0.36,4.49,1.85,2.64,15%,2.64,15%,74,86%,12.85,3.58,6.66,13.9,0,1.95,0.76,0.22,0,4.6,30%,0,10.97,13.2km,0,26,50,5,0,"£10,000 p/w",£95K - £950K
- - -,,67211094,Marc Roca,DM,29,Real Betis,LALIGA EA SPORTS,"3,267",0.96,0.96,1,0,0.74,0.08,37%,0.28,0.5,0.03,0.06,0.06,-1.24,4%,5,0.14,75.95,90%,0.14,1.05,0.36,0.39,7.69,0.17,20%,0.55,16%,106,76%,10.22,2.67,7.63,9.42,0.08,1.38,0.74,0.36,0.25,3.94,52%,0.28,11.43,13.4km,0,29,17,7,0,"£58,000 p/w",£13M - £20M
- - -,Wnt,49053388,Haissem Hassan,AM (R),24,Real Oviedo,LALIGA EA SPORTS,"1,760",0.97,1.07,2,0,1.43,0.13,43%,0.61,0.61,0.1,0.19,0.15,-1.67,7%,5,0.26,25.62,79%,0.19,0.97,0.36,3.43,3.07,4.81,10%,5.01,8%,69,90%,14.52,3.43,7.36,13.81,0,2.05,1.18,0.31,0.1,6.19,23%,0.1,15.6,13.6km,0,31,20,3,0,"£5,000 p/w",£450K - £4.5M
- - -,,2000110283,Afonso Rodrigues,AM (L),23,Tondela,Liga Portugal Betclic,"1,008",1.34,1.61,1,0,1.25,0.13,43%,0.54,0.62,0.09,0.17,0.17,-0.85,7%,3,0.27,25.8,87%,0.06,0.71,0.36,2.23,1.43,2.68,2%,4.02,3%,27,85%,12.68,3.57,6.61,12.41,0,1.79,0.45,0.36,0.18,5.45,20%,0.09,8.12,13.1km,0,10,14,2,0,£675 p/w,£35K - £325K
- - -,,65032606,Koba,AM (R),26,AVS SAD,Liga Portugal Betclic,"1,768",1.63,1.32,7,1,2.44,0.09,56%,1.37,0.76,0.36,0.22,0.22,2.77,15%,3,0.15,26.11,79%,0.1,1.12,0.36,2.34,2.55,3.97,17%,3.97,16%,67,76%,9.47,2.29,7.79,11,0,2.24,0.76,0.46,0.25,8.2,65%,0,11.3,13.0km,0,24,29,2,1,"£4,000 p/w",£120K - £1.2M
- - -,Wnt,67278450,Ricard Sánchez,D (R),26,Estoril Praia,Liga Portugal Betclic,"3,042",0.8,1.51,0,0,0.59,0.1,15%,0.09,0.33,-,0.06,0.06,-1.91,-,2,0.06,42.81,86%,0.12,0.83,0.36,2.19,5.3,4.79,8%,4.94,8%,137,80%,11.04,3.25,11.66,12.34,0.24,2.16,1.78,0.56,0.27,4.56,60%,0.38,15.06,13.5km,0,28,19,1,0,"£4,100 p/w",£300K - £2.9M
- - -,,55012829,Pizzi,AM (C),36,Estoril Praia,Liga Portugal Betclic,"2,791",0.68,1.61,3,0,1.13,0.14,51%,0.58,0.58,0.1,0.15,0.1,-1.8,9%,0,-,37.18,84%,0.1,0.77,0.35,1.16,3.48,0.68,11%,3,23%,66,83%,9.29,2.35,5,12.12,0.06,1.81,0.55,0.29,0.1,4.19,32%,0,5.39,12.4km,0,36,36,8,0,"£10,000 p/w",£24K - £75K
- - -,,2000167866,Taichi Fukui,M (C),21,Arouca,Liga Portugal Betclic,"1,018",1.59,1.41,0,0,1.68,0.08,26%,0.44,1.24,-,0.14,0.14,-1.56,-,3,0.27,63.57,91%,0.16,1.33,0.35,0.71,4.51,0.44,18%,4.33,40%,29,83%,10.17,2.56,9.11,8.05,0,1.41,0.8,0.35,0,3.8,28%,0,9.19,13.7km,0,7,8,1,0,"£3,000 p/w",£210K - £2.1M
- - -,,2000121542,Álvaro,D (L),24,Moreirense,Liga Portugal Betclic,"1,277",1.13,1.41,0,0,0.21,0.07,0%,0,0.14,-,0.01,0.01,-0.2,-,0,-,44.4,86%,0.13,0.63,0.35,0.56,5,2.4,23%,5,17%,46,85%,10.08,2.82,10.5,9.73,0,2.47,2.68,1.06,0.49,3.81,59%,0.14,10.85,13.0km,0,13,6,1,0,£170 p/w,£35K - £375K
- - -,Hol,19273277,Dodo,D (R),27,Fiorentina,Serie A TIM,"3,327",1.73,1.11,1,0,0.68,0.09,48%,0.32,0.49,0.03,0.06,0.06,-1.31,4%,8,0.22,48.18,88%,0.15,1.19,0.35,3.06,5.11,4,18%,4.3,16%,119,80%,10.12,2.89,11.42,10.5,0.08,2.68,0.76,0.65,0.19,3.84,37%,0.05,17.85,13.8km,0,44,32,12,0,"£37,000 p/w",£8.2M - £9M
- - -,,62013805,Nemanja Gudelj,DM,34,Sevilla,LALIGA EA SPORTS,"2,573",1.57,1.5,5,2,1.64,0.1,53%,0.87,0.94,0.17,0.17,0.11,0.25,11%,1,0.03,59.39,86%,0.16,1.75,0.35,0.45,7.77,0.42,58%,0.42,58%,91,74%,12.07,3.46,10.25,8.74,0.14,1.96,0.66,0.28,0.17,5.42,57%,0.31,14.1,13.9km,1,38,14,9,0,"£78,000 p/w",Not for Sale
- - -,,67295596,Iván Romero,ST (C),25,Levante,LALIGA EA SPORTS,"1,290",1.05,1.12,0,0,1.4,0.13,30%,0.42,0.56,-,0.18,0.18,-2.57,-,2,0.14,28.6,84%,0.13,0.77,0.35,2.65,2.86,3.14,17%,3.21,17%,41,78%,11.58,2.16,6.63,11.3,0,1.81,0.98,0.28,0.14,7.6,25%,0,13.6,13.8km,0,25,11,6,0,"£6,000 p/w",£95K - £7.6M
- - -,,83209670,Lawrence Ofori,M (C),27,Moreirense,Liga Portugal Betclic,"2,839",0.89,1.36,3,1,0.67,0.12,29%,0.19,0.41,0.1,0.08,0.08,0.48,14%,6,0.19,55.29,90%,0.14,0.86,0.35,0.67,4.34,0.38,20%,0.79,25%,60,80%,11.06,2.82,7.7,7.35,0.1,2,0.98,0.32,0.19,3.27,34%,0.16,7.8,13.0km,1,16,18,3,0,"£3,500 p/w",£180K - £1.8M
- - -,Lst,36045542,Charalampos Lykogiannis,D (L),32,Bologna,Serie A TIM,"1,292",1.46,1.25,0,0,0.98,0.07,50%,0.49,0.77,-,0.07,0.07,-1,-,2,0.14,60.67,86%,0.15,1.11,0.35,1.46,7.38,1.67,14%,3.41,16%,39,90%,10.1,2.93,14,11.84,0,2.23,0.77,0.91,0.35,4.25,69%,0.14,12.4,13.8km,0,24,10,8,1,"£18,000 p/w",£350K
- - -,Unh,55072262,Kiki,D (L),31,AVS SAD,Liga Portugal Betclic,"2,585",1.53,1.78,0,0,0.56,0.06,56%,0.31,0.42,-,0.04,0.04,-1.03,-,3,0.1,34.05,84%,0.12,0.94,0.35,1.18,3.38,2.75,18%,4.18,17%,133,86%,10.93,3.27,13.54,10.03,0.24,2.75,1.74,0.63,0.31,4.6,56%,0.31,14.94,13.3km,1,61,11,15,1,"£9,000 p/w",Not for Sale
- - -,,55004196,David Simão,M (C),36,Arouca,Liga Portugal Betclic,"2,590",0.83,1.42,2,1,1.39,0.07,45%,0.63,1.25,0.07,0.1,0.07,-0.9,5%,3,0.1,61.51,90%,0.16,0.97,0.35,0.14,4.73,0.31,17%,5.21,11%,75,79%,12.06,2.85,7.23,9.03,0.03,1.25,0.94,0.24,0.17,3.51,59%,0.21,8.69,13.2km,0,48,13,9,2,"£3,500 p/w",Not for Sale
- - -,,43500064,Cesare Casadei,M (C),23,Torino,Serie A TIM,"2,079",1.65,1.34,2,0,1.47,0.07,50%,0.74,0.65,0.09,0.11,0.11,-0.55,6%,6,0.26,38.87,82%,0.13,1.08,0.35,1.82,3.77,0.87,20%,0.87,20%,60,73%,12.34,3.33,11.17,9.52,0.17,2.08,0.82,0.39,0.35,6.45,64%,0.26,13.98,14.2km,1,19,13,1,0,"£53,000 p/w",£3.9M - £6M
- - -,,29132973,Simon Banza,ST (C),29,Braga,Liga Portugal Betclic,"2,602",1.94,0.8,12,1,3.04,0.14,48%,1.45,0.66,0.42,0.44,0.44,-0.66,14%,3,0.1,25.98,85%,0.12,1.04,0.35,0.83,0.24,0.21,17%,0.21,16%,44,64%,6.23,1.59,4.29,6.74,0,0.8,0.28,0.17,0.07,13.49,54%,0.1,4.39,12.0km,0,22,43,0,0,"£16,000 p/w",£18M - £22M
- - -,,67150301,Alberto Moreno,D (L),33,Como,Serie A TIM,"1,824",1.09,1.43,0,0,0.39,0.08,38%,0.15,0.25,-,0.03,0.03,-0.65,-,2,0.1,49,87%,0.13,1.09,0.35,2.02,6.66,3.06,11%,3.7,12%,63,83%,11.74,2.86,10.71,12.19,0.05,2.07,1.28,0.94,0.39,2.66,44%,0.1,13.57,13.5km,0,19,15,4,0,"£25,000 p/w",Not for Sale
- - -,Wnt,67065538,Kike García,ST (C),36,Espanyol,LALIGA EA SPORTS,"1,826",0.99,1.53,1,0,1.38,0.14,36%,0.49,0.49,0.05,0.19,0.19,-2.89,4%,2,0.1,25.97,80%,0.1,0.64,0.35,1.13,1.23,0.39,13%,0.39,12%,41,78%,8.72,1.82,4.44,7.64,0.1,0.99,0.35,0.2,0.15,9.81,45%,0.1,7.49,12.7km,0,43,24,4,0,"£12,500 p/w",£30K - £325K
- - -,Wnt,36112767,Marios Vrousai,AM (R),27,Rio Ave,Liga Portugal Betclic,"2,359",0.8,1.91,5,0,1.41,0.12,43%,0.61,0.42,0.19,0.18,0.18,0.41,14%,4,0.15,34.34,83%,0.15,0.95,0.34,3.74,2.44,2.63,19%,2.63,18%,92,89%,14.54,3.28,7.74,13.66,0,1.95,0.99,0.61,0.15,5.26,36%,0.04,12.67,13.2km,0,23,31,6,0,"£2,500 p/w",£65K - £650K
- - -,,28126238,Joe Hodge,M (C),23,Tondela,Liga Portugal Betclic,"1,583",1.36,1.42,1,0,1.48,0.1,38%,0.57,1.08,0.06,0.14,0.14,-1.48,4%,4,0.23,40.71,85%,0.12,1.02,0.34,0.34,4.09,0.63,13%,0.85,9%,57,79%,13.59,3.58,8.24,9.1,0.17,1.93,1.48,0.4,0.23,3.24,25%,0,10.63,13.1km,0,19,9,6,0,"£5,000 p/w",£210K - £2.1M
- - -,,19171604,Matheus Reis,D (L),31,Sporting CP,Liga Portugal Betclic,"3,169",1.9,0.91,4,1,0.8,0.08,46%,0.37,0.31,0.11,0.06,0.06,1.8,14%,6,0.17,50.72,91%,0.15,1.33,0.34,1.28,6.45,0.94,42%,0.94,42%,98,79%,7.81,2.47,11.39,6.82,0.2,2.24,0.8,0.74,0.23,4.91,62%,0.45,13.72,13.1km,2,53,29,9,0,"£22,000 p/w",£375K - £3.7M
- - -,,14253394,Federico Redondo,M (C),23,Elche,LALIGA EA SPORTS,"2,914",0.96,1.64,5,3,1.2,0.09,49%,0.59,0.71,0.15,0.11,0.11,1.48,13%,2,0.06,63.93,89%,0.08,0.74,0.34,0.65,6.15,0.4,13%,1.17,15%,96,80%,9.98,2.96,7.47,10.1,0.09,1.48,0.62,0.31,0.12,3.68,70%,0.43,5.68,12.3km,0,43,13,6,0,"£8,000 p/w",£120K - £7.6M
- - -,Lst,49038338,Mattéo Tramoni,AM (L),26,Pisa,Serie A TIM,"1,062",1.19,2.71,0,0,0.51,0.1,50%,0.25,0.42,-,0.05,0.05,-0.61,-,3,0.25,27.03,83%,0.12,1.36,0.34,1.61,1.36,1.61,10%,1.69,10%,43,84%,13.56,2.8,6.69,10.17,0,2.46,0.76,0.59,0.17,6.1,14%,0,15.08,13.1km,0,14,27,3,0,"£3,800 p/w",£450K
- - -,Hol,43429372,Fabiano Parisi,D (L),25,Fiorentina,Serie A TIM,"2,390",1.81,1.13,0,0,0.64,0.07,35%,0.23,0.34,-,0.04,0.04,-1.16,-,2,0.08,56.67,89%,0.17,0.83,0.34,2.9,8.7,3.73,12%,4.86,12%,93,78%,10.81,2.9,13.56,11.33,0.11,3.43,0.53,0.53,0.15,3.65,44%,0.15,16.61,14.4km,1,36,35,10,0,"£54,000 p/w",£8.2M - £10M
- - -,,43390940,Alessandro Zanoli,D (R),25,Udinese,Serie A TIM,"2,658",0.91,1.19,2,1,0.81,0.08,42%,0.34,0.27,0.07,0.06,0.06,0.09,8%,4,0.14,47.47,87%,0.12,0.91,0.34,2.34,4.67,5.49,9%,5.65,8%,123,84%,10.8,2.84,11.58,12.7,0.2,3.08,0.71,0.78,0.24,5.05,70%,0.37,13.07,13.0km,1,29,39,4,0,"£14,000 p/w",£450K - £4.6M
- - -,,2000062514,Ilyas Chaira,AM (L),25,Real Oviedo,LALIGA EA SPORTS,"1,071",1.34,1.68,2,1,1.09,0.2,31%,0.34,0.34,0.17,0.22,0.22,-0.56,15%,4,0.34,27.48,84%,0.13,1.09,0.34,1.18,1.85,1.51,12%,2.77,11%,19,95%,11.68,3.03,5.88,10.59,0,1.68,0.92,0.08,0.08,7.39,18%,0,13.28,13.7km,0,17,16,1,0,"£3,000 p/w",£160K - £1.6M
- - -,,2000273835,Christos Mouzakitis,M (C),19,Rio Ave,Liga Portugal Betclic,"1,072",0.84,1.6,0,0,0.42,0.09,20%,0.08,0.25,-,0.04,0.04,-0.47,-,2,0.17,61.04,89%,0.11,0.76,0.34,0.25,6.21,0.08,10%,0.84,-,39,77%,11.59,3.11,6.72,8.9,0.08,1.51,1.09,0.34,0.17,3.69,16%,0,8.98,12.9km,0,8,4,3,0,"£15,000 p/w",£5M - £6.4M
- - -,,55041829,Rafael Barbosa,AM (C),30,AVS SAD,Liga Portugal Betclic,"2,412",1.27,1.87,5,3,1.83,0.1,33%,0.6,1.31,0.19,0.18,0.18,0.07,10%,6,0.22,27.24,84%,0.21,1.19,0.34,1.94,2.16,2.35,22%,6.16,23%,53,62%,8.88,2.2,5.93,9.22,0,2.24,0.6,0.3,0.15,3.66,14%,0.07,8.32,12.7km,1,48,23,11,0,"£3,000 p/w",£550K - £1.3M
- - -,Wnt,67294055,Sergi Cardona,D (L),26,Villarreal,LALIGA EA SPORTS,"2,422",1.86,1.49,3,2,0.93,0.09,56%,0.52,0.37,0.11,0.09,0.09,0.71,12%,6,0.22,40.76,84%,0.14,1.19,0.33,1.97,5.2,3.68,9%,4.16,9%,107,80%,11.22,2.6,14.53,12.93,0.19,2.79,0.85,0.59,0.26,5.91,67%,0.48,15.2,13.9km,0,37,25,5,0,"£3,300 p/w",£12M - £15.5M
- - -,,67288450,Abel Bretones,D (L),25,Osasuna,LALIGA EA SPORTS,"2,961",1.12,1.61,2,2,0.58,0.12,63%,0.36,0.24,0.06,0.07,0.07,-0.23,11%,6,0.18,50.85,87%,0.13,0.61,0.33,1.25,4.53,1.55,29%,2.19,21%,125,83%,10.43,2.52,12.1,10.27,0.18,2.52,1.79,1.09,0.15,4.53,73%,0.24,10.67,13.3km,2,19,15,3,0,"£4,000 p/w",£600K - £6M
- - -,,211515,Baptiste Santamaria,M (C),31,Valencia,LALIGA EA SPORTS,"2,423",1.37,1.26,1,0,0.67,0.08,44%,0.3,0.37,0.04,0.05,0.05,-0.41,6%,3,0.11,51.41,88%,0.11,0.89,0.33,1.52,6.17,0.52,16%,0.71,7%,56,66%,9.4,2.6,7.58,7.84,0.04,1.82,0.78,0.56,0.33,3.45,43%,0.07,13.89,13.9km,1,33,14,6,0,"£38,000 p/w",£8.2M - £10.5M
- - -,,83297509,Vasco Sousa,M (C),23,Moreirense,Liga Portugal Betclic,"2,440",1.03,1.11,5,0,1.07,0.15,45%,0.48,0.63,0.18,0.16,0.16,0.55,17%,3,0.11,53.67,88%,0.11,1.14,0.33,1.7,2.91,1.18,18%,1.44,21%,83,70%,11.55,2.4,6.38,9.81,0.11,2.29,0.55,0.33,0.11,2.91,24%,0,7.23,13.1km,0,8,30,0,0,"£9,000 p/w",£6M - £7.2M
- - -,,67203459,Toni Lato,D (L),28,Mallorca,LALIGA EA SPORTS,"1,901",1.33,1.18,0,0,0.43,0.07,22%,0.09,0.33,-,0.03,0.03,-0.64,-,5,0.24,33.95,88%,0.18,1.42,0.33,2.37,4.31,7.05,14%,8.57,13%,84,83%,10.65,2.7,13.16,12.55,0.05,2.98,1.51,0.57,0.05,3.36,39%,0.09,20.83,14.1km,0,26,13,6,0,"£28,000 p/w",£200K - £2M
- - -,,2000087710,Biel,AM (C),24,Estrela da Amadora SAD,Liga Portugal Betclic,"1,358",1.13,1.86,3,1,0.86,0.2,62%,0.53,0.33,0.2,0.17,0.17,0.37,23%,1,0.07,42.81,87%,0.11,0.8,0.33,0.73,1.99,0.4,38%,0.53,33%,29,66%,10.94,2.72,4.97,8.68,0.07,1.26,0.66,0.13,0.07,3.25,31%,0.13,6.83,13.3km,0,9,14,1,0,£275 p/w,£26K - £250K
- - -,Inj,37060618,Tom van de Looi,DM,26,Famalicão,Liga Portugal Betclic,"2,723",1.26,1.19,2,2,1.62,0.05,20%,0.33,1.45,0.07,0.08,0.08,-0.43,4%,3,0.1,45.05,87%,0.13,1.32,0.33,0.56,5.16,0.73,22%,0.76,22%,76,75%,10.74,2.51,8.26,7.34,0.07,1.65,1.02,0.66,0.33,4.26,39%,0.3,10.64,13.7km,0,20,18,3,0,"£10,000 p/w",£250K - £2.5M
- - -,Int,98006034,Remo Freuler,DM,34,Bologna,Serie A TIM,"2,733",1.61,1.09,1,0,0.79,0.1,46%,0.36,0.59,0.03,0.08,0.08,-1.31,4%,4,0.13,58.39,90%,0.1,1.55,0.33,1.28,5.53,0.49,27%,0.49,26%,92,80%,11.1,3.13,7.71,7.8,0.13,2.04,0.36,0.4,0.23,2.21,34%,0,16.04,13.9km,0,37,31,8,0,"£35,000 p/w",Not for Sale
- - -,,67276506,Ángel Algobia,M (C),26,AVS SAD,Liga Portugal Betclic,"3,038",1.39,1.72,2,0,0.68,0.07,39%,0.27,0.41,0.06,0.04,0.04,0.5,9%,6,0.18,37.89,86%,0.12,1.01,0.33,0.56,3.73,0.36,0%,0.39,-,98,82%,10.96,2.99,8.59,6.81,0.15,1.6,1.33,0.53,0.3,4.41,54%,0.53,11.41,13.2km,0,64,7,9,2,"£3,000 p/w",£220K - £2.2M
- - -,Wnt,62164327,Luka Ilić,AM (L),26,Real Oviedo,LALIGA EA SPORTS,"2,771",1.1,1.59,7,0,1.69,0.14,42%,0.71,0.84,0.23,0.23,0.23,-0.09,13%,1,0.03,29.43,81%,0.11,1.14,0.32,2.24,1.75,1.79,11%,2.34,10%,62,82%,11.01,2.89,6.63,10.82,0.03,1.95,0.91,0.26,0.23,8.38,35%,0.03,10.95,13.7km,0,21,48,3,0,"£8,500 p/w",£110K - £1.1M
- - -,,12078881,Mohamed Bamba,ST (C),24,Vitória de Guimarães,Liga Portugal Betclic,"1,110",0.81,2.43,3,0,1.38,0.19,65%,0.89,0.73,0.24,0.26,0.26,-0.19,18%,0,-,24.89,87%,0.12,0.65,0.32,0.89,0.49,0.32,50%,0.32,50%,14,64%,8.43,1.38,2.84,5.92,0,0.81,0.32,-,0,3.81,32%,0,5.11,12.1km,0,6,12,0,0,"£5,750 p/w",£2.4M - £4.9M
- - -,Wnt,43317758,Gianluca Gaetano,AM (C),26,Cagliari,Serie A TIM,"3,357",0.91,1.55,7,1,1.31,0.14,47%,0.62,0.78,0.19,0.18,0.18,0.1,14%,6,0.16,26.27,83%,0.14,0.86,0.32,1.31,1.93,0.83,19%,4.29,32%,83,71%,8.66,2.14,4.18,8.87,0.03,1.05,0.7,0.21,0.08,4.02,13%,0,9.33,13.4km,0,19,27,4,0,"£18,000 p/w",£250K - £8.8M
- - -,,67295757,Peque,AM (C),23,Sevilla,LALIGA EA SPORTS,"2,242",1.57,1.85,8,0,2.21,0.15,40%,0.88,0.96,0.32,0.32,0.23,0.01,15%,3,0.12,34.32,84%,0.13,1.32,0.32,1.45,2.29,1.2,7%,1.2,6%,54,74%,10.44,2.45,6.02,9.59,0,1.53,0.4,0.08,0.04,7.55,51%,0.08,11.44,13.4km,0,34,32,1,0,"£11,000 p/w",£6M - £7.2M
- - -,,67207185,Gerard Gumbau,DM,31,Rayo Vallecano,LALIGA EA SPORTS,"2,803",1.16,1.57,1,1,1.03,0.1,44%,0.45,0.48,0.03,0.1,0.1,-2.14,3%,2,0.06,47.87,85%,0.12,0.83,0.32,0.22,4.82,0.32,20%,2.28,30%,102,71%,10.34,2.86,8.99,9.86,0.1,1.73,0.42,0.45,0.19,4.98,68%,0.55,10.95,12.9km,2,28,16,4,0,"£12,500 p/w",£900K - £2M
- - -,Wnt,2000008568,Williot Swedberg,AM (L),22,Celta Vigo,LALIGA EA SPORTS,"1,692",1.06,1.22,7,0,1.6,0.15,50%,0.8,0.11,0.37,0.25,0.25,2.35,23%,1,0.05,42.77,86%,0.11,0.85,0.32,1.86,2.39,1.38,19%,1.38,19%,73,84%,12.45,3.62,6.97,11.76,0.05,1.65,0.85,0.27,0.16,7.29,50%,0.21,9.84,13.3km,0,12,22,1,0,"£3,000 p/w",£8M - £12.5M
- - -,,76043783,Cucho Hernández,ST (C),27,Real Betis,LALIGA EA SPORTS,"3,404",0.98,0.87,8,2,1.72,0.15,52%,0.9,0.85,0.21,0.26,0.26,-1.86,12%,4,0.11,23.4,84%,0.12,0.87,0.32,1.22,0.87,0.5,11%,0.5,10%,65,89%,6.87,1.77,3.2,7.51,0.03,0.74,0.34,0.13,0.08,5.29,38%,0.11,5.61,11.9km,1,29,41,3,0,"£44,500 p/w",£8.2M - £10.5M
- - -,Wnt,67235978,Juan Iglesias,D (R),27,Getafe,LALIGA EA SPORTS,"1,987",1.22,1.86,1,0,0.36,0.12,63%,0.23,0.09,0.05,0.04,0.04,0.06,13%,5,0.23,35.65,86%,0.1,0.95,0.32,1,3.8,3.22,14%,3.31,14%,92,74%,8.15,2.26,12.64,10.37,0.23,3.17,1.63,0.59,0.23,5.21,59%,0.5,15.67,13.3km,0,44,8,5,0,"£3,400 p/w",£450K - £4.4M
